SKU,Title,Description,Category_Internal,FB_Category,Price,Quantity,Condition,Brand,MPN,Website_Price,FBM_Price,Image_URL,Additional_Images,Tags,Invoice_Number,Item_Number
SKU0114,"COLORCHARM Demi Permanent Hair Color, Hair Dye for","COLORCHARM Demi Permanent Hair Color, Hair Dye for Gray Hair Coverage, Adds Gloss, 2 oz 7WG Medium Caramel Blonde Our 21 WELLA colorcharm Demi-Permanent shades offer shiny-looking color with less damage, letting you gloss, tone, refresh, or enhance hair color With a wide palette of Blonde, Red, Violet and deep Brunette shades, we have every color needed to create the look you desire Or simply add some gloss with our Clear shade Permanent color All 21 Demi-Permanent shades are enriched with Shea Butter Free of ammonia, gluten, parabens, and animal-derived ingredients Demi-Perms add new richness or fashion tones to your existing color Category: Health & Personal Care. Condition: New (Open Box) unless otherwise noted.",Health & Personal Care,Health & Beauty,6.99,1,NEW,COLORCHARM Demi Permanent,SKU0114,6.99,6.99,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15361963/634-a51b08b4-3709-420b-a068-4f473eaff22a.jpg,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15361963/634_1-cc44eaf9-74b1-4ac4-bdef-95cdef252ace.jpg,Health & Personal Care,012325-3501-207678,634
SKU0115,"Press-On Nails, One Minute Nail Tips, 24pcs","Press-On Nails, One Minute Nail Tips, 24pcs No additional description provided in the invoice. Category: Health & Personal Care. Condition: New (Open Box) unless otherwise noted.",Health & Personal Care,Health & Beauty,3.0,1,NEW,Press,SKU0115,3.0,3.0,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15361986/658-5b81ce1e-21d1-4962-b733-531dddc0ad9d.jpg,,Health & Personal Care,012325-3501-207678,658
SKU0092,"VONLUCE Semi Flush Mount Ceiling Light, 13'' Ceiling Light","VONLUCE Semi Flush Mount Ceiling Light, 13'' Ceiling Light Fixture with Pleated Shade, 2-Light Modern Drum Light Fixture for Bedroom Living Room Entryway Hallway, White Shade & Bronze Finish Modern Drum Light: This semi flush mount ceiling light from Vonluce marries a sleek bronze metal frame with pleated drum shade to complement home decors from contemporary minimalist to art deco Inviting Ambience: Our ceiling light fixture's dual E26 sockets welcome any CFL, incandescent, or LED bulbs (not incl ) up to 60W to create a flattering glow for your kids’ room, bedroom, dining room, kitchen, and more Standard E26 Bases: The E26 bases of our ceiling light support any CFL, LED, or incandescent light bulb (not incl ) rated up to 60W and are dimmer compatible for precise control over brightness and intensity Install in Minutes: Our ceiling light fixture comes with all mounting hardware Once your wiring is ready, the clear design and easy-to-follow instructions will guide you through a quick installation Category: Lighting & Electrical. Condition: New (Open Box) unless otherwise noted.",Lighting & Electrical,Other,34.99,1,NEW,VONLUCE Semi Flush,SKU0092,34.99,34.99,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15366593/424-65a0261a-a3e2-40c6-beba-caa680808289.jpg,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15366593/424_1-895b4ed8-2938-470f-931b-54f0ad3c3987.jpg,Lighting & Electrical,013125-3501-208950,424
SKU0093,"Spectrum Diversified Euro Round Napkin Holder, Satin","Spectrum Diversified Euro Round Napkin Holder, Satin Nickel Sophisticated Finish: Contain, dispense, and display napkins in a beautiful way with the Euro Round Napkin Holder The Satin Nickel finish adds a contemporary feel, while complementing a variety of kitchen décor and color schemes Sleek Design: Vertical compact design keeps napkins neatly displayed and upright for quick retrieval Holds Multiple Napkin Sizes: The napkin holder can accommodate standard or cocktail napkins, making it suitable for daily dinners as well as parties Durable Construction: The thick-gauge steel means the napkin holder will last through plenty of use, while the smooth welds ensure that napkins won’t get torn or damaged when removed To clean, wipe the holder clean with a damp cloth and towel dry Dimensions 5 Item Qty Bid Amount Premium Fee Tax Total Category: Miscellaneous. Condition: New (Open Box) unless otherwise noted.",Miscellaneous,Home & Garden,13.99,1,NEW,Spectrum Diversified Euro,SKU0093,13.99,13.99,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15366594/425-89a61e95-ff0b-4aef-885a-ee6b3e259b57.jpg,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15366594/425_1-3085d45e-7a9d-4af3-9e3e-6271372b1a34.jpg,Miscellaneous,013125-3501-208950,425
SKU0094,"KoKo&Yukina 10"" Globe Pendant Light Black Mid Century","KoKo&Yukina 10"" Globe Pendant Light Black Mid Century Pendant Light Mid Century Adjustable Hanging Light Fixture Matte Black Finished with Clear Glass Lampshade for Dining Room Bedroom Kitchen Island [ Size and Design ] This black ceiling clear glass pendant light globe light has a diameter of 9 8 inch, ceiling plate size of 6 inch, and the maximum adjustable length of the pendant light cord is 79 inch The clear glass globe pendant light is ideal for a variety of spaces, a pendant light with clear and crisp glass, adding a touch of style and warmth to any room [ Easy to Install ] This pendant light is simple to install, just follow the instructions, easy to assemble, no need to disassemble to change the bulb [ Suitable for Sloped Ceiling ] This pendant light works on sloped ceilings, the height is adjustable, adjustable to a maximum of 79 inches with the adjustable cord, you can adjust the height according to your position, it can be either a ceiling light or a high hanging light [ Bulb Included ] Uses one medium sized head (E26) bulb Works with incandescent, LED, CFL, halogen and color- changing bulbs (up to 62 watts, included) Fully dimmable when used with dimmable bulbs and compatible dimmer switch (not included) Category: Lighting & Electrical. Condition: New (Open Box) unless otherwise noted.",Lighting & Electrical,Other,55.99,1,NEW,"KoKo&Yukina 10"" Globe",SKU0094,55.99,55.99,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15366595/426-88204f01-fecb-4054-b33f-705b34b7442b.jpg,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15366595/426_1-288f55ca-e03c-4477-97d5-81b0a10b8ae7.jpg,Lighting & Electrical,013125-3501-208950,426
SKU0095,"35qt Waste Container, Silver Grey","35qt Waste Container, Silver Grey No additional description provided in the invoice. Category: Miscellaneous. Condition: New (Open Box) unless otherwise noted.",Miscellaneous,General Merchandise,24.75,1,NEW,35qt Waste Container,SKU0095,24.75,24.75,https://m.media-amazon.com/images/I/41MHSQJKNzL._AC_SL1500_.jpg,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15366619/432-1e455735-e409-4cff-badc-32cfb605f931.jpg,Miscellaneous,013125-3501-208950,432
SKU0096,Downluxe Down Feather Pillows,Downluxe Down Feather Pillows No additional description provided in the invoice. Category: Bedding & Textiles. Condition: New (Open Box) unless otherwise noted.,Bedding & Textiles,Home & Garden,37.5,1,NEW,Downluxe Down Feather,SKU0096,37.5,37.5,https://m.media-amazon.com/images/I/61Na4nJ1nlL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/61KmQSlD2vL._AC_SL1500_.jpg|https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15366655/447-e534fa4a-0466-4f0e-8317-869fb7821e47.jpg,Bedding & Textiles,013125-3501-208950,447
SKU0097,Comfort Spaces Cotton Comforter Set Jacquard Pom-Pom,"Comfort Spaces Cotton Comforter Set Jacquard Pom-Pom Tufts Design, Down Alternative, All Season Modern Bedding, Matching Shams, Twin/Twin XL, Phillips, Ivory TECHNIQUE AND COTTON - Our partial Bed in a bag set has a Twin XL / Twin size comforter has a 100% cotton face with stripes of jacquard woven tufted dots, great for sensory / texture, the reverse is matching solid colored with the right thickness of most decor, perfecty matched Twin comforter set for a boy's or girl's room This bed comforter Twin size / Twin XL Size balances the right amount of designs applied and right color to make it look fantastic PRODUCT FEATURES - 3-Piece Twin-Comforter Set - Down alternative comforter Twin is soft, hypoallergenic, warm and snugly comfy Twin XL / Twin size comforter is gift ready Hidden bar tack technique to resist the fill from moving Our Twin comforter sets for girls and boys is part of our extremely soft bedding set collection, which is part of dorm room essentials for comfy sleep WHAT IS INSIDE 1 Goose down alternative Twin Comforter ( duvet ) : 66"" W X 90"" L inches, 2 Standard Pattern matching striped jacquard weave tufts overlap close Shams 20""W x 26""L The right size Twin size duvet sets for the bedroom for Twin XL cover of the bed A small change will brighten up the dark room for men and women EASY CARE - To clean the colorful Twin comforter: Machine wash cold the soft comforter on gentle cycle, tumble dry on low heat, do not bleach to keep the color vibrant Pillows: Spot Clean Clean new comforts instantly Great selection of Twin duvet for girls or boys and easily reversed Industrial size recommended YEAR ROUND - Our all season Twin bed comforter sets are part of our bedroom bedspreads collection has a soft reverse side Designer creates the comforters bedding sets for a more comfortable bedroom experience Not too thin nor too thick to be used all year without needing to pack away seasonal bedding Category: Bedding & Textiles. Condition: New (Open Box) unless otherwise noted.",Bedding & Textiles,Home & Garden,44.79,1,NEW,Comfort Spaces Cotton,SKU0097,44.79,44.79,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15366666/457-9d845d74-2035-4b5b-bc99-047ca3d1882b.jpg,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15366666/457_1-ff5592f4-8e1b-4617-b9be-152b4e1185d6.jpg,Bedding & Textiles,013125-3501-208950,457
SKU0098,"monTEK Swivel Bike Wall Mount, Bike Hangers for Garage,","monTEK Swivel Bike Wall Mount, Bike Hangers for Garage, Wall Mount Bike Rack, Space Saving Sturdy Wall Bike Rack, Vertical Bike Rack Holds Up to 66 lbs - Bike Storage Rack for Garage, Black Sturdy and Versatile Bike Storage: This heavy-duty steel bike wall mount can securely hold up to 66 lbs and features a swivel design with a 150° range, allowing you to conveniently store your bike flush against the wall or at an angle for easy access Space-Saving Design: Free up valuable floor space in your garage, apartment, or shed by vertically mounting your bike, making it an ideal storage solution for confined areas and keeping your space tidy and clutter-free Easy Installation: With included mounting hardware and straightforward instructions, this bike wall mount can be quickly installed on concrete, masonry, or stud walls, providing a secure and long-lasting storage solution Item Qty Bid Amount Premium Fee Tax Total Category: Miscellaneous. Condition: New (Open Box) unless otherwise noted.",Miscellaneous,Auto Parts & Accessories,18.86,1,NEW,monTEK Swivel Bike,SKU0098,18.86,18.86,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15367399/493-70d89f9d-5832-4191-8c0f-052a87617f58.jpg,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15367399/493_1-380e87f3-634a-4387-88a9-4a6a9006b3f4.jpg,Miscellaneous,013125-3501-208950,493
SKU0099,"Acrylic Cutting Board with Juice Groove, Non Slip Clear","Acrylic Cutting Board with Juice Groove, Non Slip Clear Cutting Board with Counter Lip, 17 5 Inch Cutting Boards for Kitchen Countertop, Dough Mat KEEP THE BEAUTY: This Gracenal acrylic cutting board is made of transparent material and simple design, equipped with a juice groove around the edge to catch any excess juices or liquids during food prep, will not detract from the beauty of your countertop when in use, and will blend well with a variety of home decor styles, making it a kitchen apartment must haves essentials 2024 (Note: Please remove the protective film from both sides before using the large cutting board ) FOOD-GRADE ACRYLIC MATERIAL: The Gracenal clear cutting board for countertop is made from food-grade acrylic material, so you can be confident that it will come into contact with food Newly improved acrylic cutting boards offer better durability while remaining lightweight The reusable cutting board makes your purchase worthwhile (Note: Food-grade acrylic material is not resistant to high temperatures, please ensure not exceed 140℉ Dishwasher not applicable ) SUPER GOOD TO USE: This acrylic cutting board for kitchen counter has a smooth, flat surface It comes with 6 non-slip silicone dots that can be attached to the bottom of the board to prevent slipping, and a unique lip design for extra stability 5 inch, 4mm thick size is perfect for preventing stains on marble and other hard-to-clean countertops without compromising the aesthetics of the countertop Perfect clear table protector WIDELY USED: Acrylic cutting boards for kitchen counter have a wide range of uses as kitchen accessories Clear cutting boards for kitchen can be used to cut bread, fruit, vegetables, meat, etc They are perfect for processing vegetables, sandwiches, pizza, cakes, and other foods In addition, they can also be used as kitchen decor, children's dinner boards, charcuterie boards, dough mat, pastry mat, etc (Note: Acrylic material is not scratch-resistant, please use only for cutting, do not chop Category: Miscellaneous. Condition: New (Open Box) unless otherwise noted.",Miscellaneous,Home & Garden,23.79,1,NEW,Acrylic Cutting Board,SKU0099,23.79,23.79,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15367425/516-6ccbac4a-9ce5-4a4c-b95b-997f500dd56e.jpg,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15367425/516_1-febbb2de-fd20-4167-bf50-84fe064edfda.jpg,Miscellaneous,013125-3501-208950,516
SKU0100,"15"" Rattan Pendant Light,3-Light Black White Faux Rattan","15"" Rattan Pendant Light,3-Light Black White Faux Rattan Hand-Woven Hanging Light Boho Basket Chandelier,for Living Room Bedroom Kitchen Dining Hallway Item Qty Bid Amount Premium Fee Tax Total 【 Rattan Pendant Light Excellent Design】Natural rattan and faux rattan hand-weave craft, the pendant light shade are made of natural rattan and black and white faux rattan materials The lights are hand woven with by rattan craft superb skills bamboo artists Decorated with classic tropical style elements, creates a wonderfully new look 【 Light Size Bulb Requirement】3-Light Faux rattan pendant light,Size 38 * 36 cm,14 17"", Voltage 110v-240v, Bulb socket and electric cord have passed the UL listed, which can ensure that you use them safely US standard E26 base socket, maximum 60W, suitable for Incandescent, LED, halogen, CFL, etc (Bulb Not included) 【Light Fixtures Material】Faux rattan+natural rattan pendant light shade craft is selected from the trees we grow , which undergoes various processing procedures This Rattan craft is heat resistant, fade resistant, safe and healthy 【Widely Application】Hardwired connection, durable and adjustable black cable 1 87 included You can easily adjust the lenght of light cord to fit your room lighting needs Suitable for different types of living rooms, restaurants, kitchens, dining rooms, laundry rooms, hallways, cafes, basements,corridor, stairwells,bars, clubs, libraries, office, entrance, bedrooms,reading rooms and more 【 Easy installation】 Category: Lighting & Electrical. Condition: New (Open Box) unless otherwise noted.",Lighting & Electrical,Other,111.99,1,NEW,"15"" Rattan Pendant",SKU0100,111.99,111.99,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15367436/522-01d404f4-4a05-4306-b5d8-28c3016ad851.jpg,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15367436/522_1-ae044694-8ed4-4e25-8acd-9068298c5f77.jpg,Lighting & Electrical,013125-3501-208950,522
SKU0101,"HOCAT Rattan Nightstand Bedside Tables, Modern Wood","HOCAT Rattan Nightstand Bedside Tables, Modern Wood Side Table Small End Table for Bedroom Living Room with Long Solid Wood Legs Drawer and Open Shelf ***Color May Vary*** Modern Side Table Style: Natural rattan drawers, and a rattan surface design to give your space a charming bohe style with a smooth table surface, side table with storage will fit into any existing decor, providing more space and easily matching your living room, bedroom, and more spaces Durable and Sturdy Nightstand: The rattan nightstand drawer is made of natural handmade rattan, sturdy body parts and legs made of solid wood with good load capacity; the sturdy structure and quality hardware make the nightstand stable, ensuring years of use and long-term stability Product Specifications: Wood nightstand: 15 Rattan drawer: 13 Open Shelf: 14 2""H, The solid wood legs provide strong support for the table while providing aesthetic appeal Easy to Assemble: You can easily complete this rattan side table, we provide very clear and detailed instructions, The installation video is on the detail page, all parts and hardware of the modern side table are numbered inside the installation video, follow the video steps can be quickly and easily assembled Multiple Applications: The drawer inside the table can place some personal items such as mobile phones, watches, jewelry, etc , and the open shelf can place some books and other items Category: Pet Supplies. Condition: New (Open Box) unless otherwise noted.",Pet Supplies,Pet Supplies,35.69,1,NEW,HOCAT Rattan Nightstand,SKU0101,35.69,35.69,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15367439/524-a9a64a7f-679e-424b-8d96-ed8e1b7e70f9.jpg,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15367439/524_1-07ee20f3-2fd5-4f02-a1a1-32220211ce1c.jpg,Pet Supplies,013125-3501-208950,524
SKU0102,Yuesstloo Double Clutch Dry DPS6 Transmission Installer,"Yuesstloo Double Clutch Dry DPS6 Transmission Installer Remover Tool Kit, Compatible with Volvo Ford Focus Replacement for FM No 307675 Yuesstloo dual clutch tool is professional which specially designed to disassemble and install dry transmission, align the twin-clutch to change the oil seal All the tools have been engine tested and as accurate as OEM Compatible with Volvo, Ford, Focus, and transmission DPS6 The tool is tested strictly to ensure compatibility with the engine It's a perfect replacement for FM No High-quality: Our double clutch dry DPS6 transmission installer remover tool is made of heavy-duty steel, has high hardness and strength, corrosion-resistant, not easy to deform And the surface of the tool is rust-proof and sturdy Category: Miscellaneous. Condition: New (Open Box) unless otherwise noted.",Miscellaneous,Tools & Home Improvement,76.29,1,NEW,Yuesstloo Double Clutch,SKU0102,76.29,76.29,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15367447/528-bbd7de23-965a-4685-a0fe-3cda1553e8b3.jpg,,Miscellaneous,013125-3501-208950,528
SKU0103,"YSAGi Leather Desk Pad Protector, Office Desk Mat, Large","YSAGi Leather Desk Pad Protector, Office Desk Mat, Large Mouse Pad, Non-Slip PU Leather Desk Blotter, Laptop Desk Pad, Waterproof Desk Writing Pad for Office and Home (Blue, 47 6"") DESK PROTECTOR: Durable PU Leather material adapted, which can protect your desk from scratches, stains, spills, heat and scuffs Multi-color provided, change your mode by change the working atmosphere Surface can be used as a large mouse pad, comfortable resting surface for your hands while writing, typing, and using the mouse A must have office or study supplies LARGE MOUSE PAD: With our large desk pad, say goodbye to small extra mouse pad Make your desk top looks tiny and professional With special suede design for back side,increase friction resistance with the desktop, Non slip The friction resistance is increased by 70% than that of double-sided leather EASY TO CLEAN: Waterproof leather desk pad Just use cloth for basic clean: liquid, dust, grease and dirt Wet cloth would be prefer if there are too much dirt in the desk mat Category: Furniture. Condition: New (Open Box) unless otherwise noted.",Furniture,Furniture,18.89,1,NEW,YSAGi Leather Desk,SKU0103,18.89,18.89,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15367453/534-41db9633-c554-4993-8ca2-f19ed505c177.jpg,,Furniture,013125-3501-208950,534
SKU0104,Large Cushion,Large Cushion Item Qty Bid Amount Premium Fee Tax Total Category: Miscellaneous. Condition: New (Open Box) unless otherwise noted.,Miscellaneous,General Merchandise,6.0,1,NEW,Large Cushion,SKU0104,6.0,6.0,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15367468/549-58a1a738-d19b-464d-9cd3-1ebc6b073208.jpg,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15367468/549_1-1ffd7fa7-1b95-49bc-8fe3-2de798977aaa.jpg,Miscellaneous,013125-3501-208950,549
SKU0105,Step Ladder 4 Step Folding Step Ladder with Handles White,"Step Ladder 4 Step Folding Step Ladder with Handles White Portable Foldable Ladder: This step stool only 1 4"" after folding for storage Super space-saving, can be stored in any corner Just tilt the ladder forward and release the safety lock which is hidden on the bottom of the top pedal, then lift the back of the top pedal, you can fold it easily The lightweight and perfect folding make it can be carried easily Suitable for both home and outdoor use Safety and Stability: Our step ladder 4 step folding is built with an upgraded heavy-duty steel frame that can hold up to 330 lbs It also has a locking hook mechanism that keeps the rubber feet from moving when in use, providing support while preventing scratches to the floor Multipurpose Use: Our step ladder with handrails provides extra height for cleaning, changing light bulbs, or reaching out to get something The 4-step ladder makes it easier to get the job done It also acts as a shelf when unused, making it perfect for your home, kitchen, pantry, bathroom, office, garage, and more Category: Tools & Hardware. Condition: New (Open Box) unless otherwise noted.",Tools & Hardware,Tools & Home Improvement,40.59,1,NEW,Step Ladder 4,SKU0105,40.59,40.59,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15368504/636-99ef8aed-4767-41b3-8963-37ae1c215fad.jpg,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15368504/636_1-c63ff8ab-a5eb-408f-8441-afbb073cd3bb.jpg,Tools & Hardware,013125-3501-208950,636
SKU0106,"Brightroom Coiled Rope Basket 11""","Brightroom Coiled Rope Basket 11"" Decorative coiled rope basket keeps rooms neat and organized Coiled rope with contrasting handles for a decorative look Can be used for storage of essentials as well as an attractive accent Solid color easily blends with any home decor Compatible with 11"" Storage Collection Category: Lighting & Electrical. Condition: New (Open Box) unless otherwise noted.",Lighting & Electrical,Other,8.4,1,NEW,Brightroom Coiled Rope,SKU0106,8.4,8.4,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15368528/660-b5693e27-6d81-4e58-9fe8-24aa91256e44.jpg,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15368528/660_1-edf85c49-b531-4935-9d70-cd85dc01931f.jpg,Lighting & Electrical,013125-3501-208950,660
SKU0107,Ouidad Advanced Climate Control Heat & Humidity Gel,"Ouidad Advanced Climate Control Heat & Humidity Gel Item Qty Bid Amount Premium Fee Tax Total Ouidad Advanced Climate Control Heat & Humidity Gel is a one-step styling routine to help define and protect your curls It helps with frizz control and offers a soft touchable feel & flexible hold The multitasker styling gel locks moisture and prevents flyaways for a no crunch, weightless finish for shiny curls Category: Bedding & Textiles. Condition: New (Open Box) unless otherwise noted.",Bedding & Textiles,Home & Garden,18.2,1,NEW,Ouidad Advanced Climate,SKU0107,18.2,18.2,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15368546/678-0690c965-0b83-4353-9c1f-b50645813834.jpg,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15368546/678_1-a9751ba2-1507-4821-ae60-2c654eeea26a.jpg,Bedding & Textiles,013125-3501-208950,678
SKU0108,Exellewis 2024-2025 Academic Year Planner 24x36 Inch,Exellewis 2024-2025 Academic Year Planner 24x36 Inch No additional description provided in the invoice. Category: Miscellaneous. Condition: New (Open Box) unless otherwise noted.,Miscellaneous,Office Supplies,1.5,1,NEW,Exellewis 2024,SKU0108,1.5,1.5,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15368556/688-2ec16262-2f42-467c-b9ca-80cd9a1d0876.jpg,,Miscellaneous,013125-3501-208950,688
SKU0109,Baleaf Water Resistant Hiking Pants Size XL,"Baleaf Water Resistant Hiking Pants Size XL Stay cool, fresh and comfortable all day with our lightweight, breathable, water-resistant and quick-dry women's hiking pants UV protection is a priority when exploring the great outdoors, which is why our pants offer UPF 50+ built-in to keep you safe from the sun's harmful rays Convenience is key when hiking, so we designed our women's hiking pants with four zip-closure security pockets, an elastic waist with a drawstring, and articulated knees to give the perfect fit The adjustable cord locks around the cuffs allow for easy leg opening adjustment to keep bugs out and ensure they fit perfectly, no matter what adventure you take them on Category: Apparel. Condition: New (Open Box) unless otherwise noted.",Apparel,"Clothing, Shoes & Accessories",26.59,1,NEW,Baleaf Water Resistant,SKU0109,26.59,26.59,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15368565/697-55bdac0f-b763-471d-9b83-003fbb4f97c5.jpg,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15368565/697_1-7df6ac00-ee9d-420f-a050-cc364773f730.jpg,Apparel,013125-3501-208950,697
SKU0088,Mystery Pallet,Mystery Pallet Category: Miscellaneous. Condition: New (Open Box) unless otherwise noted.,Miscellaneous,Other,73.5,1,New – Open Box,Mystery Pallet,SKU0088,73.5,73.5,,,Miscellaneous,013125-3501-208950,701
SKU0090,"ULIKELED 3W 395NM LED Black Light, Flexible Gooseneck","ULIKELED 3W 395NM LED Black Light, Flexible Gooseneck UV Blacklight for Satin Detection, Lamp for Blacklight Poster, Blacklight Party, Ultraviolet Curing Lamp for Fluorescent Paint Item Qty Bid Amount Premium Fee Tax Total GREAT BLACK LIGHT FOR ARTWORK:This Flexible Little Black Light is pretty handy for working on art with fluroescent and phosphorescent pigments SMALL BUT POWERFUL UV LED:3W 395NM high power LED UV Blacklight, brings flicker-free UV light, high brightness It's designed for blacklight parties, black light art, restaurant signage COMPACT AND FLEXIBLE: 10"" Flexible gooseneck arm UV Black Fixture, you can set the light to anywhere you want to get the perfect blacklight lamp lighting, showing your arts or signs more fessional SIMPLE AND PORTABLE DESIGNED:54"" USB power cord with ON/OFF Switch, 120V US Power Adapter Included You can use this blacklight fixture with a power bank or computer APPLICATION:The Ultra violet blacklights are widly used for blackight poster, glow party, black paints, fluorescent paints, resin arts, ultraviolet curing, sain detection and apres gel X system Category: Lighting & Electrical. Condition: New (Open Box) unless otherwise noted.",Lighting & Electrical,Other,6.29,1,NEW,ULIKELED 3W 395NM,SKU0090,6.29,6.29,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15369080/144-8818af2e-1526-4164-8cbb-4509964286a5.jpg,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15369080/144_1-b83b7310-1efa-44bc-b033-2eb8c30c8ff9.jpg,Lighting & Electrical,020525-3501-209624,144
SKU0091,Commercial Electric 4 in. J Box 8-Watt Dimmable White,"Commercial Electric 4 in. J Box 8-Watt Dimmable White Round Flat Panel Ceiling Flush Mount Integrated LED Recessed Light Color Changing CCT Energy used: 8-Watt Brightness: 500-Lumen Life: 45 7-year (based on 3-hour/day) Light appearance: 3000K/4000K/5000K (soft white/bright white/daylight) Mercury free Instant on to full brightness Full range dimming with even light distribution No ultraviolet light, safe for artwork High output bright LED's for distance and close range indoor use Fits most 4 in recessed cans and J-boxes Easy installation, standard base adaptor included ENERGY STAR listed Category: Miscellaneous. Condition: New (Open Box) unless otherwise noted.",Miscellaneous,Arts & Crafts,13.98,1,NEW,Commercial Electric 4,SKU0091,13.98,13.98,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15369349/183-63d0689b-e6e8-48cd-82eb-a7f6b8cd2dfd.jpg,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15369349/183_1-5920882e-63d1-433c-b8da-9f4b8d4e6278.jpg,Miscellaneous,020525-3501-209624,183
SKU0089,Sportneer Pull Up Bar: Strength Training Chin up Bar without,Sportneer Pull Up Bar: Strength Training Chin up Bar without Category: Miscellaneous. Condition: New (Open Box) unless otherwise noted.,Miscellaneous,Other,27.99,1,New – Open Box,Sportneer Pull Up,SKU0089,27.99,27.99,,,Miscellaneous,020525-3501-209624,89
SKU0083,NINESTARS Automatic Touchless Motion Sensor Trash Can,"NINESTARS Automatic Touchless Motion Sensor Trash Can Rectangular Trash Can, 13 Gal, Black Trim 【High Quality Materials】Water-resistant infrared motion sensor prevents moisture or any accidental spills from damaging the unit Plust finger-print resistant stainless steel base helps keep the can clean 【Advanced Technology】 Delay sensing technology preserves battery life and prevents any unnecessary opening from pets, children, or walking by Quiet closing function for longivity of product life 【Touch-free Motion Sensor Lid Clouser】Seal odor in and eliminate cross-contamination of germs Requires 2 D batteries (not included), Alkaline battery highly recommended for best performance 【Ease and Convenient】Removable ring liner holds trash bag sturdy in place and prevents bag from overhanging for a neat and clean appearance Category: Bedding & Textiles. Condition: New (Open Box) unless otherwise noted.",Bedding & Textiles,Home & Garden,48.99,1,NEW,NINESTARS Automatic Touchless,SKU0083,48.99,48.99,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15369567/201-ce22627f-400d-4aae-876f-cb0e1ad11735.jpg,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15369567/201_1-46e71107-5ead-41e5-b0f4-85cc571002ed.jpg,Bedding & Textiles,020725-3501-209980,201
SKU0084,Stair Basket Felt Staircase Organizer with Handles,"Stair Basket Felt Staircase Organizer with Handles Internal Support Collapsible Modern Organization Stair Basket With Handles 4mm Stair Organizer Staircase Home Stair Basket Premium Felt Internal Support Organizing with Handles for Wooden Stairs Toys Living Room Home Suitable for toys, towels, Basket, pillows, clothes, bed linen, and adopt large objects Item Qty Bid Amount Premium Fee Tax Total Category: Home Decor. Condition: New (Open Box) unless otherwise noted.",Home Decor,Home & Garden,7.69,1,NEW,Stair Basket Felt,SKU0084,7.69,7.69,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15370528/367-2d016d46-c35d-4ebf-882d-a637c28b99e8.jpg,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15370528/367_1-bef79c91-5c2f-438d-9157-24f2afb86975.jpg,Home Decor,020725-3501-209980,367
